t_stamp,Well Pads/Pronghorn KO/12HNB/Well Head/Well Casing Pressure/Value,ANOMALY
6/26/25 16:48,190.0183411,0
6/26/25 16:50,190.4761963,0
6/26/25 16:52,190.3235779,0
6/26/25 16:53,189.8656921,0
6/26/25 16:56,190.3235779,0
6/26/25 16:58,189.5604553,0
6/26/25 17:00,190.0183411,0
6/26/25 17:13,190.1709595,0
6/26/25 17:14,190.0183411,0
6/26/25 17:19,190.1709595,0
6/26/25 17:21,190.0183411,0
6/26/25 17:31,190.1709595,0
6/26/25 17:32,190.0183411,0
6/26/25 17:42,190.1709595,0
6/26/25 17:45,190.0183411,0
6/26/25 17:47,190.1709595,0
6/26/25 18:02,190.3235779,0
6/26/25 18:03,190.1709595,0
6/26/25 18:10,190.3235779,0
6/26/25 18:11,190.1709595,0
6/26/25 18:15,190.3235779,0
6/26/25 18:16,190.1709595,0
6/26/25 18:33,190.0183411,0
6/26/25 18:36,190.3235779,0
6/26/25 18:37,190.1709595,0
6/26/25 18:42,190.3235779,0
6/26/25 19:08,190.4761963,0
6/26/25 19:10,190.3235779,0
6/26/25 19:16,190.4761963,0
6/26/25 19:18,190.3235779,0
6/26/25 19:20,190.4761963,0
6/26/25 19:25,190.3235779,0
6/26/25 19:26,190.4761963,0
6/26/25 19:28,190.3235779,0
6/26/25 19:29,190.4761963,0
6/26/25 20:00,190.6288147,0
6/26/25 20:06,190.4761963,0
6/26/25 20:10,190.4761963,0
6/26/25 20:14,190.3235779,0
6/26/25 20:17,190.6288147,0
6/26/25 20:19,190.4761963,0
6/26/25 20:20,190.6288147,0
6/26/25 20:22,190.4761963,0
6/26/25 20:27,190.6288147,0
6/26/25 20:37,190.7814636,0
6/26/25 20:38,190.6288147,0
6/26/25 21:01,190.7814636,0
6/26/25 21:04,190.934082,0
6/26/25 21:06,190.7814636,0
6/26/25 21:08,190.934082,0
6/26/25 21:09,190.7814636,0
6/26/25 21:19,190.934082,0
6/26/25 21:48,191.0867004,0
6/26/25 21:50,190.934082,0
6/26/25 21:52,191.0867004,0
6/26/25 21:55,190.934082,0
6/26/25 21:58,191.0867004,0
6/26/25 22:06,191.2393188,0
6/26/25 22:08,190.934082,0
6/26/25 22:10,191.2393188,0
6/26/25 22:11,191.0867004,0
6/26/25 22:16,191.2393188,0
6/26/25 22:32,191.3919678,0
6/26/25 22:34,191.2393188,0
6/26/25 22:36,191.3919678,0
6/26/25 22:37,191.2393188,0
6/26/25 22:41,191.3919678,0
6/26/25 22:46,191.2393188,0
6/26/25 22:47,191.3919678,0
6/26/25 22:54,191.2393188,0
6/26/25 22:57,191.3919678,0
6/26/25 23:00,191.2393188,0
6/26/25 23:02,191.3919678,0
6/26/25 23:17,191.5445862,0
6/26/25 23:18,191.3919678,0
6/26/25 23:25,191.6972046,0
6/26/25 23:26,191.3919678,0
6/26/25 23:31,191.6972046,0
6/26/25 23:35,191.5445862,0
6/26/25 23:36,191.6972046,0
6/26/25 23:41,191.5445862,0
6/26/25 23:44,191.6972046,0
6/26/25 23:51,191.5445862,0
6/26/25 23:53,191.6972046,0
6/26/25 23:59,191.849823,0
6/27/25 0:01,191.6972046,0
6/27/25 0:04,191.5445862,0
6/27/25 0:06,191.3919678,0
6/27/25 0:07,191.5445862,0
6/27/25 0:11,191.6972046,0
6/27/25 0:12,191.5445862,0
6/27/25 0:14,191.6972046,0
6/27/25 0:19,191.5445862,0
6/27/25 0:20,191.6972046,0
6/27/25 0:25,191.5445862,0
6/27/25 0:27,191.6972046,0
6/27/25 0:30,191.5445862,0
6/27/25 0:32,191.6972046,0
6/27/25 0:38,191.5445862,0
6/27/25 0:40,191.6972046,0
6/27/25 0:47,191.5445862,0
6/27/25 0:48,191.3919678,0
6/27/25 0:51,191.6972046,0
6/27/25 0:53,191.5445862,0
6/27/25 0:55,191.6972046,0
6/27/25 1:01,191.5445862,0
6/27/25 1:03,191.3919678,0
6/27/25 1:05,191.6972046,0
6/27/25 1:09,191.5445862,0
6/27/25 1:13,191.6972046,0
6/27/25 1:14,191.5445862,0
6/27/25 1:23,191.3919678,0
6/27/25 1:24,191.6972046,0
6/27/25 1:26,191.3919678,0
6/27/25 1:27,191.5445862,0
6/27/25 1:31,191.6972046,0
6/27/25 1:32,191.5445862,0
6/27/25 1:37,191.6972046,0
6/27/25 1:39,191.3919678,0
6/27/25 1:40,191.6972046,0
6/27/25 1:42,191.5445862,0
6/27/25 1:47,191.6972046,0
6/27/25 1:52,191.5445862,0
6/27/25 1:54,191.6972046,0
6/27/25 1:57,191.3919678,0
6/27/25 2:04,191.6972046,0
6/27/25 2:05,191.5445862,0
6/27/25 2:09,191.6972046,0
6/27/25 2:16,191.5445862,0
6/27/25 2:17,191.6972046,0
6/27/25 2:20,191.5445862,0
6/27/25 2:22,191.6972046,0
6/27/25 2:25,191.5445862,0
6/27/25 2:26,191.6972046,0
6/27/25 2:28,191.5445862,0
6/27/25 2:36,191.6972046,0
6/27/25 2:38,191.5445862,0
6/27/25 2:41,191.6972046,0
6/27/25 2:43,191.5445862,0
6/27/25 2:44,191.6972046,0
6/27/25 2:46,191.5445862,0
6/27/25 2:49,191.6972046,0
6/27/25 2:54,191.5445862,0
6/27/25 2:57,191.6972046,0
6/27/25 2:59,191.5445862,0
6/27/25 3:02,191.6972046,0
6/27/25 3:09,191.5445862,0
6/27/25 3:12,191.6972046,0
6/27/25 3:20,191.5445862,0
6/27/25 3:22,191.6972046,0
6/27/25 3:24,191.5445862,0
6/27/25 3:25,191.6972046,0
6/27/25 3:27,191.5445862,0
6/27/25 3:30,191.6972046,0
6/27/25 3:33,191.5445862,0
6/27/25 3:35,191.6972046,0
6/27/25 3:37,191.5445862,0
6/27/25 3:38,191.6972046,0
6/27/25 3:48,191.5445862,0
6/27/25 3:51,191.849823,0
6/27/25 3:53,191.6972046,0
6/27/25 3:59,191.5445862,0
6/27/25 4:01,191.6972046,0
6/27/25 4:14,191.849823,0
6/27/25 4:17,191.6972046,0
6/27/25 4:22,191.849823,0
6/27/25 4:27,191.6972046,0
6/27/25 4:30,191.5445862,0
6/27/25 4:34,191.849823,0
6/27/25 4:37,191.6972046,0
6/27/25 4:55,191.849823,0
6/27/25 4:56,191.6972046,0
6/27/25 5:08,191.849823,0
6/27/25 5:10,191.6972046,0
6/27/25 5:11,191.849823,0
6/27/25 5:13,191.6972046,0
6/27/25 5:16,191.849823,0
6/27/25 5:18,191.6972046,0
6/27/25 5:19,191.849823,0
6/27/25 5:21,191.6972046,0
6/27/25 5:36,191.849823,0
6/27/25 5:37,191.6972046,0
6/27/25 5:39,191.849823,0
6/27/25 5:44,191.6972046,0
6/27/25 5:47,191.849823,0
6/27/25 5:49,191.6972046,0
6/27/25 5:55,191.849823,0
6/27/25 6:00,191.6972046,0
6/27/25 6:02,191.849823,0
6/27/25 6:03,191.6972046,0
6/27/25 6:05,191.849823,0
6/27/25 6:07,191.6972046,0
6/27/25 6:08,191.849823,0
6/27/25 6:16,191.6972046,0
6/27/25 6:18,191.849823,0
6/27/25 6:20,191.6972046,0
6/27/25 6:21,191.849823,0
6/27/25 6:44,192.0024414,0
6/27/25 6:46,191.849823,0
6/27/25 6:54,191.6972046,0
6/27/25 6:55,191.5445862,0
6/27/25 7:02,191.3919678,0
6/27/25 7:11,191.2393188,0
6/27/25 7:13,191.3919678,0
6/27/25 7:18,191.5445862,0
6/27/25 7:21,191.6972046,0
6/27/25 7:23,191.5445862,0
6/27/25 7:25,191.6972046,0
6/27/25 7:28,191.849823,0
6/27/25 7:33,191.6972046,0
6/27/25 7:36,191.5445862,0
6/27/25 7:41,191.3919678,0
6/27/25 7:44,191.2393188,0
6/27/25 7:46,191.3919678,0
6/27/25 7:47,191.2393188,0
6/27/25 7:52,191.3919678,0
6/27/25 7:54,191.2393188,0
6/27/25 7:55,191.3919678,0
6/27/25 7:57,191.2393188,0
6/27/25 7:59,191.3919678,0
6/27/25 8:00,191.2393188,0
6/27/25 8:02,191.3919678,0
6/27/25 8:07,191.5445862,0
6/27/25 8:08,191.3919678,0
6/27/25 8:10,191.5445862,0
6/27/25 8:15,191.6972046,0
6/27/25 8:18,191.849823,0
6/27/25 8:20,191.6972046,0
6/27/25 8:26,191.5445862,0
6/27/25 8:28,191.6972046,0
6/27/25 8:30,191.3919678,0
6/27/25 8:34,191.2393188,0
6/27/25 8:41,191.0867004,0
6/27/25 8:43,191.2393188,0
6/27/25 8:49,191.0867004,0
6/27/25 8:51,191.2393188,0
6/27/25 8:54,191.0867004,0
6/27/25 8:56,191.2393188,0
6/27/25 9:02,191.3919678,0
6/27/25 9:07,191.5445862,0
6/27/25 9:08,191.6972046,0
6/27/25 9:10,191.5445862,0
6/27/25 9:12,191.6972046,0
6/27/25 9:15,191.849823,0
6/27/25 9:17,191.5445862,0
6/27/25 9:18,191.6972046,0
6/27/25 9:20,191.3919678,0
6/27/25 9:26,191.2393188,0
6/27/25 9:30,191.0867004,0
6/27/25 9:38,190.934082,0
6/27/25 9:39,191.0867004,0
6/27/25 9:43,190.934082,0
6/27/25 9:44,191.0867004,0
6/27/25 9:46,190.934082,0
6/27/25 9:48,191.0867004,0
6/27/25 9:57,191.3919678,0
6/27/25 10:01,191.5445862,0
6/27/25 10:02,191.2393188,0
6/27/25 10:04,191.3919678,0
6/27/25 10:05,190.1709595,0
6/27/25 10:07,190.6288147,0
6/27/25 10:09,192.1550903,0
6/27/25 10:10,193.0708313,0
6/27/25 10:12,191.5445862,0
6/27/25 10:14,191.0867004,0
6/27/25 10:15,190.934082,0
6/27/25 10:17,188.9499512,0
6/27/25 10:18,190.3235779,0
6/27/25 10:20,191.3919678,0
6/27/25 10:22,190.7814636,0
6/27/25 10:23,190.4761963,0
6/27/25 10:25,192.1550903,0
6/27/25 10:27,192.4603271,0
6/27/25 10:28,191.2393188,0
6/27/25 10:30,192.7655945,0
6/27/25 10:31,191.5445862,0
6/27/25 10:33,190.7814636,0
6/27/25 10:35,192.6129456,0
6/27/25 10:36,192.0024414,0
6/27/25 10:38,190.4761963,0
6/27/25 10:41,191.6972046,0
6/27/25 10:43,191.849823,0
6/27/25 10:45,190.6288147,0
6/27/25 10:46,192.9182129,0
6/27/25 10:48,191.5445862,0
6/27/25 10:49,190.934082,0
6/27/25 10:51,190.7814636,0
6/27/25 10:53,191.0867004,0
6/27/25 10:54,191.6972046,0
6/27/25 10:58,190.7814636,0
6/27/25 10:59,192.9182129,0
6/27/25 11:01,192.6129456,0
6/27/25 11:02,192.9182129,0
6/27/25 11:04,190.0183411,0
6/27/25 11:06,190.934082,0
6/27/25 11:07,190.6288147,0
6/27/25 11:09,190.934082,0
6/27/25 11:11,189.7130737,0
6/27/25 11:12,190.934082,0
6/27/25 11:14,191.3919678,0
6/27/25 11:15,190.934082,0
6/27/25 11:17,192.3077087,0
6/27/25 11:19,191.6972046,0
6/27/25 11:20,191.2393188,0
6/27/25 11:22,191.6972046,0
6/27/25 11:24,191.3919678,0
6/27/25 11:25,191.2393188,0
6/27/25 11:27,190.4761963,0
6/27/25 11:28,188.6447144,0
6/27/25 11:30,193.0708313,0
6/27/25 11:32,190.7814636,0
6/27/25 11:33,190.0183411,0
6/27/25 11:35,192.7655945,0
6/27/25 11:37,190.6288147,0
6/27/25 11:38,190.0183411,0
6/27/25 11:40,188.6447144,0
6/27/25 11:42,188.9499512,0
6/27/25 11:43,191.3919678,0
6/27/25 11:45,191.2393188,0
6/27/25 11:46,192.0024414,0
6/27/25 11:48,191.6972046,0
6/27/25 11:50,188.6447144,0
6/27/25 11:51,191.5445862,0
6/27/25 11:53,192.1550903,0
6/27/25 11:55,190.3235779,0
6/27/25 11:56,189.8656921,0
6/27/25 11:58,191.2393188,0
6/27/25 11:59,190.6288147,0
6/27/25 12:01,191.3919678,0
6/27/25 12:03,191.6972046,0
6/27/25 12:04,190.6288147,0
6/27/25 12:06,190.4761963,0
6/27/25 12:09,191.2393188,0
6/27/25 12:11,191.849823,0
6/27/25 12:12,190.0183411,0
6/27/25 12:16,190.6288147,0
6/27/25 12:17,189.4078369,0
6/27/25 12:19,191.6972046,0
6/27/25 12:22,189.255188,0
6/27/25 12:24,190.3235779,0
6/27/25 12:25,190.934082,0
6/27/25 12:27,190.0183411,0
6/27/25 12:29,190.934082,0
6/27/25 12:30,190.4761963,0
6/27/25 12:32,190.6288147,0
6/27/25 12:33,190.934082,0
6/27/25 12:37,190.3235779,0
6/27/25 12:38,191.0867004,0
6/27/25 12:40,190.3235779,0
6/27/25 12:43,189.7130737,0
6/27/25 12:45,188.7973328,0
6/27/25 12:46,191.5445862,0
6/27/25 12:48,190.934082,0
6/27/25 12:50,190.0183411,0
6/27/25 12:51,188.339447,0
6/27/25 12:53,188.4920654,0
6/27/25 12:55,190.7814636,0
6/27/25 12:56,190.1709595,0
6/27/25 12:59,189.7130737,0
6/27/25 13:01,190.6288147,0
6/27/25 13:03,190.4761963,0
6/27/25 13:04,189.8656921,0
6/27/25 13:06,190.3235779,0
6/27/25 13:08,191.0867004,0
6/27/25 13:09,190.6288147,0
6/27/25 13:11,190.4761963,0
6/27/25 13:13,190.7814636,0
6/27/25 13:14,190.3235779,0
6/27/25 13:16,190.4761963,0
6/27/25 13:17,191.3919678,0
6/27/25 13:19,190.3235779,0
6/27/25 13:21,191.849823,0
6/27/25 13:22,190.3235779,0
6/27/25 13:24,190.1709595,0
6/27/25 13:26,188.1868286,0
6/27/25 13:27,191.6972046,0
6/27/25 13:29,190.7814636,0
6/27/25 13:31,188.7973328,0
6/27/25 13:32,190.6288147,0
6/27/25 13:34,188.9499512,0
6/27/25 13:36,192.0024414,0
6/27/25 13:37,190.1709595,0
6/27/25 13:39,191.2393188,0
6/27/25 13:40,190.934082,0
6/27/25 13:42,190.7814636,0
6/27/25 13:44,189.4078369,0
6/27/25 13:47,190.3235779,0
6/27/25 13:49,190.6288147,0
6/27/25 13:52,190.3235779,0
6/27/25 13:53,191.0867004,0
6/27/25 13:55,189.8656921,0
