t_stamp,Well Pads/Fox Creek 25SE/12-63 25-2-1/Heater Treater/Gas Meter/Today Flow,ANOMALY,
5/22/25 1:28,280.5820313,0,
5/22/25 1:29,280.5820313,0,
5/22/25 1:30,280.5820313,0,
5/22/25 1:31,280.5820313,0,
5/22/25 1:32,280.5820313,0,
5/22/25 1:33,280.5820313,0,
5/22/25 1:34,280.5820313,0,
5/22/25 1:35,280.5820313,0,
5/22/25 1:36,280.5820313,0,
5/22/25 1:37,280.5820313,0,
5/22/25 1:38,280.5820313,0,
5/22/25 1:39,280.5820313,0,
5/22/25 1:40,280.5820313,0,
5/22/25 1:41,280.5820313,0,
5/22/25 1:42,280.5820313,0,
5/22/25 1:43,280.5820313,0,
5/22/25 1:44,280.5820313,0,
5/22/25 1:45,280.5820313,0,
5/22/25 1:46,280.5820313,0,
5/22/25 1:47,280.5820313,0,
5/22/25 1:48,280.5820313,0,
5/22/25 1:49,280.5820313,0,
5/22/25 1:51,280.5820313,0,
5/22/25 1:52,280.5820313,0,
5/22/25 1:53,280.5820313,0,
5/22/25 1:54,280.5820313,0,
5/22/25 1:55,280.5820313,0,
5/22/25 1:56,280.5820313,0,
5/22/25 1:57,280.5820313,0,
5/22/25 1:58,280.5820313,0,
5/22/25 1:59,280.5820313,0,
5/22/25 2:00,280.5820313,0,
5/22/25 2:01,280.5820313,0,
5/22/25 2:02,280.5820313,0,
5/22/25 2:03,280.5820313,0,
5/22/25 2:04,280.5820313,0,
5/22/25 2:05,280.5820313,0,
5/22/25 2:06,280.5820313,0,
5/22/25 2:07,280.5820313,0,
5/22/25 2:08,280.5820313,0,
5/22/25 2:09,280.5820313,0,
5/22/25 2:10,280.5820313,0,
5/22/25 2:11,280.5820313,0,
5/22/25 2:12,280.5820313,0,
5/22/25 2:13,280.5820313,0,
5/22/25 2:14,280.5820313,0,
5/22/25 2:15,280.5820313,0,
5/22/25 2:16,280.5820313,0,
5/22/25 2:17,280.5820313,0,
5/22/25 2:18,280.5820313,0,
5/22/25 2:19,280.5820313,0,
5/22/25 2:20,280.5820313,0,
5/22/25 2:21,280.5820313,0,
5/22/25 2:22,280.5820313,0,
5/22/25 2:23,280.5820313,0,
5/22/25 2:24,280.5820313,0,
5/22/25 2:25,280.5820313,0,
5/22/25 2:26,280.5820313,0,
5/22/25 2:27,280.5820313,0,
5/22/25 2:28,280.5820313,0,
5/22/25 2:29,280.5820313,0,
5/22/25 2:30,280.5820313,0,
5/22/25 2:31,280.5820313,0,
5/22/25 2:32,280.5820313,0,
5/22/25 2:33,280.5820313,0,
5/22/25 2:34,280.5820313,0,
5/22/25 2:35,280.5820313,0,
5/22/25 2:36,280.5820313,0,
5/22/25 2:37,280.5820313,0,
5/22/25 2:38,280.5820313,0,
5/22/25 2:39,280.5820313,0,
5/22/25 2:40,280.5820313,0,
5/22/25 2:41,280.5820313,0,
5/22/25 2:42,280.5820313,0,
5/22/25 2:43,280.5820313,0,
5/22/25 2:44,280.5820313,0,
5/22/25 2:45,280.5820313,0,
5/22/25 2:46,280.5820313,0,
5/22/25 2:47,280.5820313,0,
5/22/25 2:48,280.5820313,0,
5/22/25 2:49,280.5820313,0,
5/22/25 2:50,280.5820313,0,
5/22/25 2:51,280.5820313,0,
5/22/25 2:52,280.5820313,0,
5/22/25 2:53,280.5820313,0,
5/22/25 2:54,280.5820313,0,
5/22/25 2:55,280.5820313,0,
5/22/25 2:56,280.5820313,0,
5/22/25 2:57,280.5820313,0,
5/22/25 2:58,280.5820313,0,
5/22/25 2:59,280.5820313,0,
5/22/25 3:00,280.5820313,0,
5/22/25 3:01,280.5820313,0,
5/22/25 3:02,280.5820313,0,
5/22/25 3:03,280.5820313,0,
5/22/25 3:04,280.5820313,0,
5/22/25 3:05,280.5820313,0,
5/22/25 3:06,280.5820313,0,
5/22/25 3:07,280.5820313,0,
5/22/25 3:08,280.5820313,0,
5/22/25 3:09,280.5820313,0,
5/22/25 3:10,280.5820313,0,
5/22/25 3:11,280.5820313,0,
5/22/25 3:12,280.5820313,0,
5/22/25 3:13,280.5820313,0,
5/22/25 3:14,280.5820313,0,
5/22/25 3:15,280.5820313,0,
5/22/25 3:16,280.5820313,0,
5/22/25 3:17,280.5820313,0,
5/22/25 3:18,280.5820313,0,
5/22/25 3:19,280.5820313,0,
5/22/25 3:20,280.5820313,0,
5/22/25 3:21,280.5820313,0,
5/22/25 3:22,280.5820313,0,
5/22/25 3:23,280.5820313,0,
5/22/25 3:24,280.5820313,0,
5/22/25 3:25,280.5820313,0,
5/22/25 3:26,280.5820313,0,
5/22/25 3:27,280.5820313,0,
5/22/25 3:28,280.5820313,0,
5/22/25 3:29,280.5820313,0,
5/22/25 3:30,280.5820313,0,
5/22/25 3:31,280.5820313,0,
5/22/25 3:32,280.5820313,0,
5/22/25 3:33,280.5820313,0,
5/22/25 3:34,280.5820313,0,
5/22/25 3:35,280.5820313,0,
5/22/25 3:36,280.5820313,0,
5/22/25 3:37,280.5820313,0,
5/22/25 3:38,280.5820313,0,
5/22/25 3:39,280.5820313,0,
5/22/25 3:40,280.5820313,0,
5/22/25 3:41,280.5820313,0,
5/22/25 3:42,280.5820313,0,
5/22/25 3:43,280.5820313,0,
5/22/25 3:44,280.5820313,0,
5/22/25 3:45,280.5820313,0,
5/22/25 3:46,280.5820313,0,
5/22/25 3:47,280.5820313,0,
5/22/25 3:48,280.5820313,0,
5/22/25 3:49,280.5820313,0,
5/22/25 3:50,280.5820313,0,
5/22/25 3:51,280.5820313,0,
5/22/25 3:52,280.5820313,0,
5/22/25 3:53,280.5820313,0,
5/22/25 3:54,280.5820313,0,
5/22/25 3:55,280.5898438,0,
5/22/25 3:56,280.5898438,0,
5/22/25 3:57,280.5898438,0,
5/22/25 3:58,280.5898438,0,
5/22/25 3:59,280.5898438,0,
5/22/25 4:00,280.5898438,0,
5/22/25 4:01,280.5898438,0,
5/22/25 4:02,280.5898438,0,
5/22/25 4:03,280.5898438,0,
5/22/25 4:04,280.5898438,0,
5/22/25 4:05,280.5898438,0,
5/22/25 4:06,280.5898438,0,
5/22/25 4:07,280.5898438,0,
5/22/25 4:08,280.5898438,0,
5/22/25 4:09,280.5898438,0,
5/22/25 4:10,280.5898438,0,
5/22/25 4:11,280.5898438,0,
5/22/25 4:12,280.5898438,0,
5/22/25 4:13,280.5898438,0,
5/22/25 4:14,280.5898438,0,
5/22/25 4:15,280.5898438,0,
5/22/25 4:16,280.5898438,0,
5/22/25 4:17,280.5898438,0,
5/22/25 4:18,280.5898438,0,
5/22/25 4:19,280.5898438,0,
5/22/25 4:20,280.5898438,0,
5/22/25 4:21,280.5898438,0,
5/22/25 4:22,280.5898438,0,
5/22/25 4:23,280.5898438,0,
5/22/25 4:24,280.5898438,0,
5/22/25 4:25,280.5898438,0,
5/22/25 4:26,280.5898438,0,
5/22/25 4:27,280.5898438,0,
5/22/25 4:28,280.5898438,0,
5/22/25 4:29,280.5898438,0,
5/22/25 4:30,280.5898438,0,
5/22/25 4:31,280.5898438,0,
5/22/25 4:32,280.5898438,0,
5/22/25 4:33,280.5898438,0,
5/22/25 4:34,280.5898438,0,
5/22/25 4:35,280.5898438,0,
5/22/25 4:36,280.5898438,0,
5/22/25 4:37,280.5898438,0,
5/22/25 4:38,280.5898438,0,
5/22/25 4:39,280.5898438,0,
5/22/25 4:40,280.5898438,0,
5/22/25 4:41,280.5898438,0,
5/22/25 4:42,280.5898438,0,
5/22/25 4:43,280.5898438,0,
5/22/25 4:44,280.5898438,0,
5/22/25 4:45,280.5898438,0,
5/22/25 4:46,280.5898438,0,
5/22/25 4:47,280.5898438,0,
5/22/25 4:48,280.5898438,0,
5/22/25 4:49,280.5898438,0,
5/22/25 4:50,280.5898438,0,
5/22/25 4:51,280.5898438,0,
5/22/25 4:52,280.5898438,0,
5/22/25 4:53,280.5898438,0,
5/22/25 4:54,280.5898438,0,
5/22/25 4:55,280.5898438,0,
5/22/25 4:56,280.5898438,0,
5/22/25 4:57,280.5898438,0,
5/22/25 4:58,280.5898438,0,
5/22/25 4:59,280.5898438,0,
5/22/25 5:00,280.5898438,0,
5/22/25 5:02,280.5898438,0,
5/22/25 5:03,280.5898438,0,
5/22/25 5:04,280.5898438,0,
5/22/25 5:05,280.5898438,0,
5/22/25 5:06,280.5898438,0,
5/22/25 5:07,280.5898438,0,
5/22/25 5:08,280.5898438,0,
5/22/25 5:09,280.5898438,0,
5/22/25 5:10,280.5898438,0,
5/22/25 5:11,280.5898438,0,
5/22/25 5:12,280.5898438,0,
5/22/25 5:13,280.5898438,0,
5/22/25 5:14,280.5898438,0,
5/22/25 5:15,280.5898438,0,
5/22/25 5:16,280.5898438,0,
5/22/25 5:17,280.5898438,0,
5/22/25 5:18,280.5898438,0,
5/22/25 5:19,280.5898438,0,
5/22/25 5:20,280.5898438,0,
5/22/25 5:21,280.5898438,0,
5/22/25 5:22,280.5898438,0,
5/22/25 5:23,280.5898438,0,
5/22/25 5:24,280.5898438,0,
5/22/25 5:25,280.5898438,0,
5/22/25 5:26,280.5898438,0,
5/22/25 5:27,280.5898438,0,
5/22/25 5:28,280.5898438,0,
5/22/25 5:29,280.5898438,0,
5/22/25 5:30,280.5898438,0,
5/22/25 5:31,280.5898438,0,
5/22/25 5:32,280.5898438,0,
5/22/25 5:33,280.5898438,0,
5/22/25 5:34,280.5898438,0,
5/22/25 5:35,280.5898438,0,
5/22/25 5:36,280.5898438,0,
5/22/25 5:37,280.5898438,0,
5/22/25 5:38,280.5898438,0,
5/22/25 5:39,280.5898438,0,
5/22/25 5:40,280.5898438,0,
5/22/25 5:41,280.5898438,0,
5/22/25 5:42,280.5898438,0,
5/22/25 5:43,280.5898438,0,
5/22/25 5:44,280.5898438,0,
5/22/25 5:45,280.5898438,0,
5/22/25 5:46,280.5898438,0,
5/22/25 5:47,280.5898438,0,
5/22/25 5:48,280.5898438,0,
5/22/25 5:49,280.5898438,0,
5/22/25 5:50,280.5898438,0,
5/22/25 5:51,280.5898438,0,
5/22/25 5:52,280.5898438,0,
5/22/25 5:53,280.5898438,0,
5/22/25 5:54,280.5898438,0,
5/22/25 5:55,280.5898438,0,
5/22/25 5:56,280.5898438,0,
5/22/25 5:57,280.5898438,0,
5/22/25 5:58,280.5898438,0,
5/22/25 5:59,280.5898438,0,
5/22/25 6:00,280.5898438,0,
5/22/25 6:01,280.5898438,0,
5/22/25 6:02,280.5898438,0,
5/22/25 6:03,280.5898438,0,
5/22/25 6:04,280.5898438,0,
5/22/25 6:05,280.5898438,0,
5/22/25 6:06,280.5898438,0,
5/22/25 6:07,280.5898438,0,
5/22/25 6:08,280.5898438,0,
5/22/25 6:09,280.5898438,0,
5/22/25 6:10,280.5898438,0,
5/22/25 6:11,280.5898438,0,
5/22/25 6:12,280.5898438,0,
5/22/25 6:13,280.5898438,0,
5/22/25 6:14,280.5898438,0,
5/22/25 6:15,280.5898438,0,
5/22/25 6:16,280.5898438,0,
5/22/25 6:17,280.5898438,0,
5/22/25 6:18,280.5898438,0,
5/22/25 6:19,280.5898438,0,
5/22/25 6:20,280.5898438,0,
5/22/25 6:21,280.5898438,0,
5/22/25 6:22,280.5898438,0,
5/22/25 6:23,280.5898438,0,
5/22/25 6:24,280.5898438,0,
5/22/25 6:25,280.5898438,0,
5/22/25 6:26,280.5898438,0,
5/22/25 6:27,280.5898438,0,
5/22/25 6:28,280.5898438,0,
5/22/25 6:29,280.5898438,0,
5/22/25 6:30,280.5898438,0,
5/22/25 6:31,280.5898438,0,
5/22/25 6:32,280.5898438,0,
5/22/25 6:33,280.5898438,0,
5/22/25 6:34,280.5898438,0,
5/22/25 6:35,280.5898438,0,
5/22/25 6:36,280.5898438,0,
5/22/25 6:37,280.5898438,0,
5/22/25 6:38,280.5898438,0,
5/22/25 6:39,280.5898438,0,
5/22/25 6:40,280.5898438,0,
5/22/25 6:41,280.5898438,0,
5/22/25 6:42,280.5898438,0,
5/22/25 6:43,280.5898438,0,
5/22/25 6:44,280.5898438,0,
5/22/25 6:45,280.5898438,0,
5/22/25 6:46,280.5898438,0,
5/22/25 6:47,280.5898438,0,
5/22/25 6:48,280.5898438,0,
5/22/25 6:49,280.5898438,0,
5/22/25 6:50,280.5898438,0,
5/22/25 6:51,280.5898438,0,
5/22/25 6:52,280.5898438,0,
5/22/25 6:53,280.5898438,0,
5/22/25 6:54,280.5898438,0,
5/22/25 6:55,280.5898438,0,
5/22/25 6:56,280.5898438,0,
5/22/25 6:57,280.5898438,0,
5/22/25 6:58,280.5898438,0,
5/22/25 6:59,0,0,
5/22/25 7:00,0,0,
5/22/25 7:01,0,0,
5/22/25 7:02,0,0,
5/22/25 7:03,0,0,
5/22/25 7:04,0,0,
5/22/25 7:05,0,0,
5/22/25 7:06,0,0,
5/22/25 7:07,0,0,
5/22/25 7:08,0,0,
5/22/25 7:09,0,0,
5/22/25 7:10,0,0,
5/22/25 7:11,0,0,
5/22/25 7:12,0,0,
5/22/25 7:13,0,0,
5/22/25 7:14,0,0,
5/22/25 7:15,0,0,
5/22/25 7:16,0,0,
5/22/25 7:17,0,0,
5/22/25 7:18,0,0,
5/22/25 7:19,0,0,
5/22/25 7:20,0,0,
5/22/25 7:21,0,0,
5/22/25 7:22,0,0,
5/22/25 7:23,0,0,
5/22/25 7:24,0,0,
5/22/25 7:25,0,0,
5/22/25 7:26,0,0,
5/22/25 7:27,0,0,
5/22/25 7:28,0,0,
5/22/25 7:29,0,0,
5/22/25 7:30,0,0,
5/22/25 7:31,0.00390625,0,
5/22/25 7:32,0.00390625,0,
5/22/25 7:33,0.00390625,0,
5/22/25 7:34,0.00390625,0,
5/22/25 7:35,0.00390625,0,
5/22/25 7:36,0.00390625,0,
5/22/25 7:37,0.00390625,0,
5/22/25 7:38,0.00390625,0,
5/22/25 7:39,0.00390625,0,
5/22/25 7:40,0.01171875,0,
5/22/25 7:41,0.01171875,0,
5/22/25 7:42,0.01171875,0,
5/22/25 7:43,0.01171875,0,
5/22/25 7:44,0.01171875,0,
5/22/25 7:45,0.01171875,0,
5/22/25 7:46,0.01171875,0,
5/22/25 7:47,0.01171875,0,
5/22/25 7:48,0.01171875,0,
5/22/25 7:49,0.01171875,0,
5/22/25 7:50,0.01171875,0,
5/22/25 7:51,0.01171875,0,
5/22/25 7:52,0.01171875,0,
5/22/25 7:53,0.01171875,0,
5/22/25 7:54,0.01171875,0,
5/22/25 7:55,0.015625,0,
5/22/25 7:56,0.015625,0,
5/22/25 7:57,0.015625,0,
5/22/25 7:58,0.015625,0,
5/22/25 7:59,0.015625,0,
5/22/25 8:00,0.015625,0,
5/22/25 8:01,0.015625,0,
5/22/25 8:02,0.015625,0,
5/22/25 8:03,0.015625,0,
5/22/25 8:04,0.015625,0,
5/22/25 8:05,0.015625,0,
5/22/25 8:06,0.015625,0,
5/22/25 8:07,0.015625,0,
5/22/25 8:08,0.015625,0,
5/22/25 8:09,0.015625,0,
5/22/25 8:10,0.015625,0,
5/22/25 8:11,0.015625,0,
5/22/25 8:12,0.015625,0,
5/22/25 8:13,0.015625,0,
5/22/25 8:14,0.015625,0,
5/22/25 8:15,0.015625,0,
5/22/25 8:16,0.015625,0,
5/22/25 8:17,0.015625,0,
5/22/25 8:18,0.015625,0,
5/22/25 8:20,0.015625,0,
5/22/25 8:21,0.015625,0,
5/22/25 8:22,0.015625,0,
5/22/25 8:23,0.015625,0,
5/22/25 8:24,0.015625,0,
5/22/25 8:25,0.015625,0,
5/22/25 8:26,0.015625,0,
5/22/25 8:27,0.01953125,0,
5/22/25 8:28,0.01953125,0,
5/22/25 8:29,0.01953125,0,
5/22/25 8:30,0.01953125,0,
5/22/25 8:31,0.01953125,0,
5/22/25 8:32,0.01953125,0,
5/22/25 8:33,0.0234375,0,
5/22/25 8:34,0.0234375,0,
5/22/25 8:35,0.0234375,0,
5/22/25 8:36,0.02734375,0,
5/22/25 8:37,0.02734375,0,
5/22/25 8:38,0.03125,0,
5/22/25 8:39,0.08203125,0,
5/22/25 8:40,0.109375,0,
5/22/25 8:41,0.11328125,0,
5/22/25 8:42,0.140625,0,
5/22/25 8:43,0.19140625,0,
5/22/25 8:44,0.2421875,0,
5/22/25 8:45,0.24609375,0,
5/22/25 8:46,0.2890625,0,
5/22/25 8:47,0.33203125,0,
5/22/25 8:48,0.33203125,0,
5/22/25 8:49,0.34375,0,
5/22/25 8:50,0.38671875,0,
5/22/25 8:51,0.421875,0,
5/22/25 8:52,0.43359375,0,
5/22/25 8:53,0.50390625,0,
5/22/25 8:54,0.55078125,0,
5/22/25 8:55,0.56640625,0,
5/22/25 8:56,0.578125,0,
5/22/25 8:57,0.59375,0,
5/22/25 8:58,0.62109375,0,
5/22/25 8:59,0.640625,0,
5/22/25 9:00,0.66015625,0,
5/22/25 9:01,0.6953125,0,
5/22/25 9:02,0.74609375,0,
5/22/25 9:03,0.95703125,0,
5/22/25 9:04,1.578125,0,
5/22/25 9:05,2.3671875,0,
5/22/25 9:06,3.21875,0,
5/22/25 9:07,4.328125,0,
5/22/25 9:07,5.22265625,0,
5/22/25 9:09,7.15234375,0,
5/22/25 9:10,8.2578125,0,
5/22/25 9:10,8.5546875,0,
5/22/25 9:11,10.07421875,0,
5/22/25 9:12,11.15234375,0,
5/22/25 9:13,12.140625,0,
5/22/25 9:14,13.05859375,0,
5/22/25 9:15,13.83203125,0,
5/22/25 9:16,14.46875,0,
5/22/25 9:17,14.9140625,0,
5/22/25 9:18,15.23046875,0,
5/22/25 9:19,15.4453125,0,
5/22/25 9:20,15.609375,0,
5/22/25 9:21,15.74609375,0,
5/22/25 9:22,15.875,0,
5/22/25 9:23,15.97265625,0,
5/22/25 9:24,16.015625,0,
5/22/25 9:25,16.0234375,0,
5/22/25 9:26,16.0859375,0,
5/22/25 9:27,16.125,0,
5/22/25 9:28,16.15234375,0,
5/22/25 9:29,16.1875,0,
5/22/25 9:30,16.25390625,0,
5/22/25 9:31,16.30859375,0,
5/22/25 9:32,16.3359375,0,
5/22/25 9:33,16.375,0,
5/22/25 9:34,16.41015625,0,
5/22/25 9:35,16.453125,0,
5/22/25 9:36,16.5,0,
5/22/25 9:37,16.53515625,0,
5/22/25 9:38,16.57421875,0,
5/22/25 9:39,16.609375,0,
5/22/25 9:40,16.640625,0,
5/22/25 9:41,16.64453125,0,
5/22/25 9:42,16.71484375,0,
5/22/25 9:43,16.7734375,0,
5/22/25 9:44,16.82421875,0,
5/22/25 9:45,16.97265625,0,
5/22/25 9:46,17.34765625,0,
5/22/25 9:47,17.83984375,0,
5/22/25 9:48,18.44140625,0,
5/22/25 9:49,19.9375,0,
5/22/25 9:49,20.375,0,
5/22/25 9:50,22.37890625,0,
5/22/25 9:51,23.6484375,0,
5/22/25 9:52,25.328125,0,
5/22/25 9:53,27.30859375,0,
5/22/25 9:54,29.05078125,0,
5/22/25 9:55,30.421875,0,
5/22/25 9:56,31.4296875,0,
5/22/25 9:57,32.1953125,0,
5/22/25 9:58,32.71875,0,
5/22/25 9:59,33.0859375,0,
5/22/25 10:00,33.29296875,0,
5/22/25 10:01,33.3984375,0,
5/22/25 10:02,33.49609375,0,
5/22/25 10:03,33.609375,0,
5/22/25 10:04,33.71875,0,
5/22/25 10:05,33.8125,0,
5/22/25 10:06,33.921875,0,
5/22/25 10:07,33.9765625,0,
5/22/25 10:08,34.08984375,0,
5/22/25 10:09,34.14453125,0,
5/22/25 10:10,34.15625,0,
5/22/25 10:11,34.1953125,0,
5/22/25 10:12,34.26171875,0,
5/22/25 10:13,34.33203125,0,
5/22/25 10:14,34.390625,0,
5/22/25 10:15,34.41796875,0,
5/22/25 10:16,34.42578125,0,
5/22/25 10:17,34.43359375,0,
5/22/25 10:18,34.46875,0,
5/22/25 10:19,34.5234375,0,
5/22/25 10:20,34.56640625,0,
5/22/25 10:21,34.59765625,0,
5/22/25 10:22,34.59765625,0,
5/22/25 10:23,34.61328125,0,
5/22/25 10:25,34.62109375,0,
5/22/25 10:26,34.6484375,0,
5/22/25 10:27,34.6484375,0,
5/22/25 10:28,34.66796875,0,
5/22/25 10:29,34.70703125,0,
5/22/25 10:30,34.734375,0,
5/22/25 10:31,34.7890625,0,
5/22/25 10:32,34.8515625,0,
5/22/25 10:33,34.890625,0,
5/22/25 10:34,35.01171875,0,
5/22/25 10:35,35.40625,0,
5/22/25 10:35,35.9453125,0,
5/22/25 10:36,36.578125,0,
5/22/25 10:37,36.9609375,0,
5/22/25 10:38,37.92578125,0,
5/22/25 10:39,39.015625,0,
5/22/25 10:40,40.33984375,0,
5/22/25 10:41,41.44921875,0,
5/22/25 10:42,43.1796875,0,
5/22/25 10:43,45.58984375,0,
5/22/25 10:44,47.75,0,
5/22/25 10:45,49.5390625,0,
5/22/25 10:46,50.93359375,0,
5/22/25 10:47,52.0390625,0,
5/22/25 10:48,52.88671875,0,
5/22/25 10:49,53.5,0,
5/22/25 10:50,53.9296875,0,
5/22/25 10:51,54.171875,0,
5/22/25 10:52,54.30078125,0,
5/22/25 10:53,54.359375,0,
5/22/25 10:54,54.390625,0,
5/22/25 10:55,54.4609375,0,
5/22/25 10:56,54.50390625,0,
5/22/25 10:57,54.53125,0,
5/22/25 10:58,54.5546875,0,
5/22/25 10:59,54.55859375,0,
5/22/25 11:00,54.5859375,0,
5/22/25 11:01,54.5859375,0,
5/22/25 11:02,54.609375,0,
5/22/25 11:03,54.65625,0,
5/22/25 11:04,54.7265625,0,
5/22/25 11:05,54.765625,0,
5/22/25 11:06,54.7890625,0,
5/22/25 11:07,54.796875,0,
5/22/25 11:08,54.8359375,0,
5/22/25 11:09,54.8828125,0,
5/22/25 11:10,54.8984375,0,
5/22/25 11:11,54.9140625,0,
5/22/25 11:12,54.9140625,0,
5/22/25 11:14,54.9375,0,
5/22/25 11:15,54.953125,0,
5/22/25 11:16,54.9765625,0,
5/22/25 11:17,55,0,
5/22/25 11:18,55.04296875,0,
5/22/25 11:19,55.125,0,
5/22/25 11:20,55.2578125,0,
5/22/25 11:21,55.4765625,0,
5/22/25 11:22,55.6484375,0,
5/22/25 11:23,55.703125,0,
5/22/25 11:24,55.72265625,0,
5/22/25 11:25,55.8203125,0,
5/22/25 11:26,55.94921875,0,
5/22/25 11:27,56.41796875,0,
5/22/25 11:28,57.109375,0,
5/22/25 11:28,57.8359375,0,
5/22/25 11:29,60.60546875,0,
5/22/25 11:30,63.15234375,0,
5/22/25 11:31,65.125,0,
5/22/25 11:31,65.796875,0,
5/22/25 11:33,68.9609375,0,
5/22/25 11:34,71.22265625,0,
5/22/25 11:35,72.9140625,0,
5/22/25 11:36,74.0390625,0,
5/22/25 11:37,74.63671875,0,
5/22/25 11:38,74.99609375,0,
5/22/25 11:39,75.19921875,0,
5/22/25 11:40,75.390625,0,
5/22/25 11:41,75.8046875,0,
5/22/25 11:42,76.39453125,0,
5/22/25 11:42,76.953125,0,
5/22/25 11:43,78.640625,0,
5/22/25 11:44,79.6875,0,
5/22/25 11:45,80.44140625,0,
5/22/25 11:46,81.2421875,0,
5/22/25 11:47,84.2734375,0,
5/22/25 11:48,86.82421875,0,
5/22/25 11:49,89.578125,0,
5/22/25 11:50,92.30859375,0,
5/22/25 11:51,94.83203125,0,
5/22/25 11:52,97.390625,0,
5/22/25 11:53,99.99609375,0,
5/22/25 11:54,102.6484375,0,
5/22/25 11:55,105.1523438,0,
5/22/25 11:56,107.328125,0,
5/22/25 11:57,109.1210938,0,
5/22/25 11:58,110.296875,0,
5/22/25 11:59,111.2617188,0,
5/22/25 12:00,112.7421875,0,
5/22/25 12:01,114.5234375,0,
5/22/25 12:02,116.640625,0,
5/22/25 12:03,118.6210938,0,
5/22/25 12:04,120.3242188,0,
5/22/25 12:05,121.6953125,0,
5/22/25 12:06,122.8476563,0,
5/22/25 12:07,123.8007813,0,
5/22/25 12:08,124.5898438,0,
5/22/25 12:09,125.2460938,0,
5/22/25 12:10,125.8046875,0,
5/22/25 12:11,126.296875,0,
5/22/25 12:12,126.71875,0,
5/22/25 12:13,127.1289063,0,
5/22/25 12:14,127.4882813,0,
5/22/25 12:15,127.7734375,0,
5/22/25 12:16,128.0546875,0,
5/22/25 12:18,128.28125,0,
5/22/25 12:19,128.484375,0,
5/22/25 12:20,128.703125,0,
5/22/25 12:21,128.921875,0,
5/22/25 12:22,129.1132813,0,
5/22/25 12:23,129.28125,0,
